Date,Price,Open,High,Low,Vol.,Change %,,,rank,commentCount,likeCount,,,,,type1,value1,,gender,
,,,,,,,,,24,31,1532,,,,,,,,M,
,,,,,,,,,25,62,1509,,,,,,,,F,
,,,,,,,,,26,225,1464,,,,,,,,M,
,,,,,,,,,27,307,1394,,,,,,,,F,
,,,,,,,,,28,532,1364,,,,,,,,F,
,,,,,,,,,29,52,1362,,,,,,,,F,
,,,,,,,,,30,68,1262,,,,,,,,F,
,,,,,,,,,1,1020,8184,,,,,,,,M,
,,,,,,,,,2,504,4969,,,,,,,,M,
,,,,,,,,,3,178,3783,,,,,,,,F,
,,,,,,,,,4,117,3490,,,,,,,,M,
,,,,,,,,,5,476,3368,,,,,,,,F,
,,,,,,,,,6,292,2539,,,,,,,,M,
,,,,,,,,,7,140,2425,,,,,,,,F,
,,,,,,,,,8,439,2296,,,,,,,,M,
,,,,,,,,,9,223,2213,,,,,,,,F,
,,,,,,,,,10,311,2161,,,,,,,,M,
,,,,,,,,,11,395,2014,,,,,,,,F,
,,,,,,,,,12,114,1974,,,,,,,,F,
,,,,,,,,,13,246,1775,,,,,,,,F,
,,,,,,,,,14,100,1655,,,,,,,,F,
,,,,,,,,,15,75,1617,,,,,,,,F,
,,,,,,,,,16,103,1579,,,,,,,,F,
,,,,,,,,,17,73,1566,,,,,,,,F,
,,,,,,,,,18,293,1534,,,,,,,,F,
,,,,,,,,,19,95,1272,,,,,,,,F,
,,,,,,,,,20,102,1236,,,,,,,,F,
,,,,,,,,,21,130,1198,,,,,,,,F,
,,,,,,,,,22,599,1182,,,,,,,,M,
,,,,,,,,,23,73,1090,,,,,,,,F,
,,,,,,,,,24,74,1045,,,,,,,,F,
,,,,,,,,,25,419,1040,,,,,,,,F,
,,,,,,,,,26,183,967,,,,,,,,M,
,,,,,,,,,27,89,913,,,,,,,,M,
,,,,,,,,,28,196,903,,,,,,,,F,
,,,,,,,,,29,85,886,,,,,,,,M,
,,,,,,,,,30,100,873,,,,,,,,F,
,,,,,,,,,1,308,4394,,,,,,,,F,
,,,,,,,,,2,139,4199,,,,,,,,F,
,,,,,,,,,3,86,3547,,,,,,,,F,
,,,,,,,,,4,118,3047,,,,,,,,F,
,,,,,,,,,5,465,2672,,,,,,,,M,
,,,,,,,,,6,212,2450,,,,,,,,F,
,,,,,,,,,7,345,2320,,,,,,,,M,
,,,,,,,,,8,220,2148,,,,,,,,M,
,,,,,,,,,9,391,1949,,,,,,,,F,
,,,,,,,,,10,62,1897,,,,,,,,F,
,,,,,,,,,11,209,1857,,,,,,,,F,
,,,,,,,,,12,30,1817,,,,,,,,F,
,,,,,,,,,13,101,1797,,,,,,,,F,
,,,,,,,,,14,105,1734,,,,,,,,F,
,,,,,,,,,15,411,1660,,,,,,,,M,
,,,,,,,,,16,491,1647,,,,,,,,M,
,,,,,,,,,17,288,1616,,,,,,,,F,
,,,,,,,,,18,58,1598,,,,,,,,M,
,,,,,,,,,19,36,1515,,,,,,,,M,
,,,,,,,,,20,211,1492,,,,,,,,F,
,,,,,,,,,21,168,1470,,,,,,,,M,
,,,,,,,,,22,150,1176,,,,,,,,M,
,,,,,,,,,23,142,1175,,,,,,,,F,
,,,,,,,,,24,156,1116,,,,,,,,F,
,,,,,,,,,25,268,1092,,,,,,,,F,
,,,,,,,,,26,63,1076,,,,,,,,F,
,,,,,,,,,27,152,1067,,,,,,,,F,
,,,,,,,,,28,70,1059,,,,,,,,F,
,,,,,,,,,29,118,1002,,,,,,,,F,
,,,,,,,,,30,173,997,,,,,,,,M,
,,,,,,,,,1,433,7207,,,,,,,,F,
,,,,,,,,,2,2448,4446,,,,,,,,F,
,,,,,,,,,3,241,3901,,,,,,,,M,
,,,,,,,,,4,277,3437,,,,,,,,F,
,,,,,,,,,5,331,3133,,,,,,,,F,
,,,,,,,,,6,566,2938,,,,,,,,M,
,,,,,,,,,7,204,2924,,,,,,,,F,
,,,,,,,,,8,269,2777,,,,,,,,F,
,,,,,,,,,9,462,2142,,,,,,,,M,
,,,,,,,,,10,129,2054,,,,,,,,F,
,,,,,,,,,11,156,1971,,,,,,,,F,
,,,,,,,,,12,233,1849,,,,,,,,F,
,,,,,,,,,13,153,1827,,,,,,,,F,
,,,,,,,,,14,128,1567,,,,,,,,F,
,,,,,,,,,15,136,1461,,,,,,,,F,
,,,,,,,,,16,227,1440,,,,,,,,F,
,,,,,,,,,17,73,1359,,,,,,,,M,
,,,,,,,,,18,14662,1341,,,,,,,,D,
,,,,,,,,,19,562,1303,,,,,,,,M,
,,,,,,,,,20,54,1266,,,,,,,,F,
,,,,,,,,,21,212,1235,,,,,,,,M,
,,,,,,,,,22,112,1220,,,,,,,,F,
,,,,,,,,,23,55,1202,,,,,,,,F,
,,,,,,,,,24,122,1159,,,,,,,,F,
,,,,,,,,,25,83,1149,,,,,,,,M,
,,,,,,,,,26,87,1149,,,,,,,,F,
,,,,,,,,,27,147,1141,,,,,,,,F,
,,,,,,,,,28,89,1106,,,,,,,,F,
,,,,,,,,,29,493,1025,,,,,,,,F,
,,,,,,,,,30,62,988,,,,,,,,F,
,,,,,,,,,1,81,4405,,,,,,,,F,
,,,,,,,,,2,56,3425,,,,,,,,M,
,,,,,,,,,3,290,3125,,,,,,,,M,
,,,,,,,,,4,1451,2723,,,,,,,,F,
,,,,,,,,,5,64,2500,,,,,,,,M,
,,,,,,,,,6,722,2453,,,,,,,,F,
,,,,,,,,,7,133,2195,,,,,,,,M,
,,,,,,,,,8,255,2004,,,,,,,,F,
,,,,,,,,,9,120,1940,,,,,,,,F,
,,,,,,,,,10,422,1891,,,,,,,,M,
,,,,,,,,,11,74,1667,,,,,,,,F,
,,,,,,,,,12,60,1622,,,,,,,,M,
,,,,,,,,,13,664,1594,,,,,,,,M,
,,,,,,,,,14,213,1541,,,,,,,,F,
,,,,,,,,,15,204,1511,,,,,,,,F,
,,,,,,,,,16,196,1452,,,,,,,,F,
,,,,,,,,,17,71,1442,,,,,,,,F,
,,,,,,,,,18,676,1275,,,,,,,,M,
,,,,,,,,,19,418,1254,,,,,,,,M,
,,,,,,,,,20,198,1220,,,,,,,,M,
,,,,,,,,,21,112,1105,,,,,,,,F,
,,,,,,,,,22,199,1085,,,,,,,,M,
,,,,,,,,,23,102,1050,,,,,,,,F,
,,,,,,,,,24,219,932,,,,,,,,M,
,,,,,,,,,25,421,911,,,,,,,,M,
,,,,,,,,,26,28,832,,,,,,,,F,
,,,,,,,,,27,39,771,,,,,,,,F,
,,,,,,,,,28,17,763,,,,,,,,F,
,,,,,,,,,29,32,755,,,,,,,,M,
,,,,,,,,,30,56,692,,,,,,,,M,
,,,,,,,,,1,1147,14156,,,,,,,,F,
,,,,,,,,,2,1836,10534,,,,,,,,M,
,,,,,,,,,3,179,5303,,,,,,,,F,
,,,,,,,,,4,71,3793,,,,,,,,M,
,,,,,,,,,5,321,3629,,,,,,,,F,
,,,,,,,,,6,338,3112,,,,,,,,F,
,,,,,,,,,7,207,2886,,,,,,,,M,
,,,,,,,,,8,130,2357,,,,,,,,M,
,,,,,,,,,9,225,2272,,,,,,,,M,
,,,,,,,,,10,418,2234,,,,,,,,F,
,,,,,,,,,11,929,2159,,,,,,,,D,
,,,,,,,,,12,90,2129,,,,,,,,F,
,,,,,,,,,13,360,1950,,,,,,,,M,
,,,,,,,,,14,290,1949,,,,,,,,F,
,,,,,,,,,15,353,1816,,,,,,,,F,
,,,,,,,,,16,43,1395,,,,,,,,M,
,,,,,,,,,17,738,1393,,,,,,,,M,
,,,,,,,,,18,223,1374,,,,,,,,M,
,,,,,,,,,19,235,1329,,,,,,,,M,
,,,,,,,,,20,399,1265,,,,,,,,M,
,,,,,,,,,21,382,1200,,,,,,,,F,
,,,,,,,,,22,91,1193,,,,,,,,F,
,,,,,,,,,23,119,1146,,,,,,,,F,
,,,,,,,,,24,101,1085,,,,,,,,F,
,,,,,,,,,25,248,1066,,,,,,,,M,
,,,,,,,,,26,97,1026,,,,,,,,F,
,,,,,,,,,27,123,1014,,,,,,,,M,
,,,,,,,,,28,112,987,,,,,,,,M,
,,,,,,,,,29,123,970,,,,,,,,F,
,,,,,,,,,30,312,937,,,,,,,,F,
,,,,,,,,,1,703,4146,,,,,,,,F,
,,,,,,,,,2,97,2241,,,,,,,,F,
,,,,,,,,,3,61,1747,,,,,,,,M,
,,,,,,,,,4,115,1721,,,,,,,,F,
,,,,,,,,,5,1187,1501,,,,,,,,D,
,,,,,,,,,6,41,1212,,,,,,,,F,
,,,,,,,,,7,862,1179,,,,,,,,F,
,,,,,,,,,8,173,1111,,,,,,,,F,
,,,,,,,,,9,313,1099,,,,,,,,F,
,,,,,,,,,10,322,1096,,,,,,,,F,
,,,,,,,,,11,93,1093,,,,,,,,F,
,,,,,,,,,12,146,1036,,,,,,,,M,
,,,,,,,,,13,82,1019,,,,,,,,F,
,,,,,,,,,14,16,994,,,,,,,,M,
,,,,,,,,,15,58,976,,,,,,,,F,
,,,,,,,,,16,41,829,,,,,,,,F,
,,,,,,,,,17,92,721,,,,,,,,F,
,,,,,,,,,18,92,697,,,,,,,,F,
,,,,,,,,,19,197,691,,,,,,,,M,
,,,,,,,,,20,207,603,,,,,,,,M,
,,,,,,,,,21,56,599,,,,,,,,F,
,,,,,,,,,22,154,585,,,,,,,,F,
,,,,,,,,,23,24,561,,,,,,,,F,
,,,,,,,,,24,174,557,,,,,,,,M,
,,,,,,,,,25,37,555,,,,,,,,F,
,,,,,,,,,26,107,548,,,,,,,,F,
,,,,,,,,,27,19,540,,,,,,,,F,
,,,,,,,,,28,111,535,,,,,,,,F,
,,,,,,,,,29,42,525,,,,,,,,F,
,,,,,,,,,30,275,502,,,,,,,,M,
,,,,,,,,,1,154,6332,,,,,,,,F,
,,,,,,,,,2,312,5087,,,,,,,,M,
,,,,,,,,,3,84,4005,,,,,,,,M,
,,,,,,,,,4,656,3161,,,,,,,,M,
,,,,,,,,,5,462,3142,,,,,,,,F,
,,,,,,,,,6,136,2987,,,,,,,,M,
,,,,,,,,,7,48,2674,,,,,,,,F,
,,,,,,,,,8,122,2618,,,,,,,,F,
,,,,,,,,,9,407,2527,,,,,,,,F,
,,,,,,,,,10,316,2342,,,,,,,,F,
,,,,,,,,,11,449,2172,,,,,,,,F,
,,,,,,,,,12,181,2165,,,,,,,,F,
,,,,,,,,,13,232,2050,,,,,,,,F,
,,,,,,,,,14,238,1633,,,,,,,,F,
,,,,,,,,,15,297,1571,,,,,,,,M,
,,,,,,,,,16,74,1548,,,,,,,,M,
,,,,,,,,,17,422,1470,,,,,,,,M,
,,,,,,,,,18,72,1431,,,,,,,,F,
,,,,,,,,,19,195,1307,,,,,,,,F,
,,,,,,,,,20,97,1281,,,,,,,,M,
,,,,,,,,,21,389,1176,,,,,,,,M,
,,,,,,,,,22,138,1164,,,,,,,,F,
,,,,,,,,,23,587,1150,,,,,,,,D,
,,,,,,,,,24,82,1092,,,,,,,,F,
,,,,,,,,,25,87,1041,,,,,,,,F,
,,,,,,,,,26,8,1034,,,,,,,,M,
,,,,,,,,,27,84,985,,,,,,,,F,
,,,,,,,,,28,89,963,,,,,,,,M,
,,,,,,,,,29,189,951,,,,,,,,M,
,,,,,,,,,30,77,915,,,,,,,,M,
,,,,,,,,,1,282,4325,,,,,,,,F,
,,,,,,,,,2,68,3381,,,,,,,,F,
,,,,,,,,,3,669,3333,,,,,,,,F,
,,,,,,,,,4,485,2708,,,,,,,,F,
,,,,,,,,,5,444,2513,,,,,,,,M,
,,,,,,,,,6,287,2070,,,,,,,,F,
,,,,,,,,,7,137,2019,,,,,,,,F,
,,,,,,,,,8,274,1739,,,,,,,,F,
,,,,,,,,,9,215,1569,,,,,,,,F,
,,,,,,,,,10,677,1491,,,,,,,,M,
,,,,,,,,,11,87,1454,,,,,,,,F,
,,,,,,,,,12,57,1379,,,,,,,,M,
,,,,,,,,,13,118,1377,,,,,,,,F,
,,,,,,,,,14,44,1319,,,,,,,,F,
,,,,,,,,,15,48,1224,,,,,,,,F,
,,,,,,,,,16,73,1190,,,,,,,,F,
,,,,,,,,,17,374,1129,,,,,,,,M,
,,,,,,,,,18,106,1104,,,,,,,,M,
,,,,,,,,,19,56,1071,,,,,,,,F,
,,,,,,,,,20,29,1071,,,,,,,,F,
,,,,,,,,,21,176,1038,,,,,,,,F,
,,,,,,,,,22,81,954,,,,,,,,M,
,,,,,,,,,23,38,943,,,,,,,,M,
,,,,,,,,,24,65,851,,,,,,,,F,
,,,,,,,,,25,81,831,,,,,,,,M,
,,,,,,,,,26,240,815,,,,,,,,M,
,,,,,,,,,27,115,811,,,,,,,,F,
,,,,,,,,,28,93,775,,,,,,,,F,
,,,,,,,,,29,58,774,,,,,,,,F,
,,,,,,,,,30,157,751,,,,,,,,F,
,,,,,,,,,1,1185,25957,,,,,,,,F,
,,,,,,,,,2,403,5168,,,,,,,,F,
,,,,,,,,,3,404,4772,,,,,,,,M,
,,,,,,,,,4,221,3191,,,,,,,,F,
,,,,,,,,,5,191,3114,,,,,,,,M,
,,,,,,,,,6,220,3063,,,,,,,,F,
,,,,,,,,,7,941,2437,,,,,,,,F,
,,,,,,,,,8,130,2192,,,,,,,,F,
,,,,,,,,,9,268,2065,,,,,,,,M,
,,,,,,,,,10,146,1819,,,,,,,,F,
,,,,,,,,,11,186,1609,,,,,,,,M,
,,,,,,,,,12,102,1516,,,,,,,,M,
,,,,,,,,,13,127,1476,,,,,,,,F,
,,,,,,,,,14,162,1443,,,,,,,,M,
,,,,,,,,,15,78,1330,,,,,,,,F,
,,,,,,,,,16,444,1315,,,,,,,,F,
,,,,,,,,,17,62,1286,,,,,,,,F,
,,,,,,,,,18,117,1260,,,,,,,,M,
,,,,,,,,,19,12,1200,,,,,,,,M,
,,,,,,,,,20,144,1175,,,,,,,,M,
,,,,,,,,,21,94,1172,,,,,,,,F,
,,,,,,,,,22,84,1114,,,,,,,,F,
,,,,,,,,,23,323,1096,,,,,,,,F,
,,,,,,,,,24,158,1058,,,,,,,,F,
,,,,,,,,,25,45,999,,,,,,,,F,
,,,,,,,,,26,37,974,,,,,,,,F,
,,,,,,,,,27,292,904,,,,,,,,F,
,,,,,,,,,28,71,840,,,,,,,,F,
,,,,,,,,,29,96,838,,,,,,,,F,
,,,,,,,,,30,198,825,,,,,,,,M,
,,,,,,,,,1,326,9322,,,,,,,,F,
,,,,,,,,,2,427,7330,,,,,,,,F,
,,,,,,,,,3,403,5097,,,,,,,,M,
,,,,,,,,,4,855,4425,,,,,,,,F,
,,,,,,,,,5,498,3716,,,,,,,,F,
,,,,,,,,,6,107,3677,,,,,,,,M,
,,,,,,,,,7,267,3363,,,,,,,,F,
,,,,,,,,,8,116,2679,,,,,,,,F,
,,,,,,,,,9,941,2498,,,,,,,,F,
,,,,,,,,,10,58,2471,,,,,,,,F,
,,,,,,,,,11,268,2453,,,,,,,,M,
,,,,,,,,,12,70,2365,,,,,,,,F,
,,,,,,,,,13,211,1815,,,,,,,,M,
,,,,,,,,,14,119,1633,,,,,,,,F,
,,,,,,,,,15,50,1592,,,,,,,,F,
,,,,,,,,,16,120,1559,,,,,,,,M,
,,,,,,,,,17,249,1495,,,,,,,,F,
,,,,,,,,,18,240,1404,,,,,,,,M,
,,,,,,,,,19,193,1367,,,,,,,,M,
,,,,,,,,,20,588,1325,,,,,,,,M,
,,,,,,,,,21,38,1224,,,,,,,,F,
,,,,,,,,,22,60,1219,,,,,,,,F,
,,,,,,,,,23,177,1126,,,,,,,,F,
,,,,,,,,,24,206,1126,,,,,,,,F,
,,,,,,,,,25,53,1084,,,,,,,,M,
,,,,,,,,,26,77,1030,,,,,,,,F,
,,,,,,,,,27,263,998,,,,,,,,F,
,,,,,,,,,28,79,987,,,,,,,,F,
,,,,,,,,,29,126,928,,,,,,,,M,
,,,,,,,,,30,79,797,,,,,,,,F,
,,,,,,,,,1,2427,6506,,,,,,,,M,
,,,,,,,,,2,321,5628,,,,,,,,M,
,,,,,,,,,3,208,3748,,,,,,,,M,
,,,,,,,,,4,405,2723,,,,,,,,F,
,,,,,,,,,5,114,2621,,,,,,,,F,
,,,,,,,,,6,145,2575,,,,,,,,F,
,,,,,,,,,7,264,2233,,,,,,,,M,
,,,,,,,,,8,198,2169,,,,,,,,F,
,,,,,,,,,9,190,1995,,,,,,,,M,
,,,,,,,,,10,98,1957,,,,,,,,F,
,,,,,,,,,11,78,1910,,,,,,,,F,
,,,,,,,,,12,756,1865,,,,,,,,M,
,,,,,,,,,13,47,1789,,,,,,,,F,
,,,,,,,,,14,603,1768,,,,,,,,F,
,,,,,,,,,15,141,1505,,,,,,,,F,
,,,,,,,,,16,232,1409,,,,,,,,F,
,,,,,,,,,17,444,1302,,,,,,,,F,
,,,,,,,,,18,1457,1294,,,,,,,,F,
,,,,,,,,,19,488,1192,,,,,,,,M,
,,,,,,,,,20,96,1105,,,,,,,,M,
,,,,,,,,,21,82,1071,,,,,,,,M,
,,,,,,,,,22,24,1039,,,,,,,,F,
,,,,,,,,,23,107,993,,,,,,,,F,
,,,,,,,,,24,22,992,,,,,,,,F,
,,,,,,,,,25,344,975,,,,,,,,F,
,,,,,,,,,26,34,970,,,,,,,,M,
,,,,,,,,,27,210,949,,,,,,,,F,
,,,,,,,,,28,58,877,,,,,,,,F,
,,,,,,,,,29,287,816,,,,,,,,M,
,,,,,,,,,30,113,774,,,,,,,,F,
,,,,,,,,,1,779,4435,,,,,,,,M,
,,,,,,,,,2,138,3326,,,,,,,,F,
,,,,,,,,,3,323,3150,,,,,,,,F,
,,,,,,,,,4,54,2906,,,,,,,,F,
,,,,,,,,,5,342,2323,,,,,,,,M,
,,,,,,,,,6,52,2294,,,,,,,,F,
,,,,,,,,,7,25,2172,,,,,,,,F,
,,,,,,,,,8,874,1723,,,,,,,,F,
,,,,,,,,,9,193,1536,,,,,,,,M,
,,,,,,,,,10,342,1448,,,,,,,,M,
,,,,,,,,,11,19,1428,,,,,,,,M,
,,,,,,,,,12,168,1279,,,,,,,,M,
,,,,,,,,,13,47,1260,,,,,,,,M,
,,,,,,,,,14,34,1219,,,,,,,,F,
,,,,,,,,,15,518,1046,,,,,,,,F,
,,,,,,,,,16,100,1030,,,,,,,,M,
,,,,,,,,,17,124,997,,,,,,,,F,
,,,,,,,,,18,371,985,,,,,,,,M,
,,,,,,,,,19,221,957,,,,,,,,M,
,,,,,,,,,20,374,908,,,,,,,,F,
,,,,,,,,,21,123,884,,,,,,,,F,
,,,,,,,,,22,185,842,,,,,,,,F,
,,,,,,,,,23,143,821,,,,,,,,F,
,,,,,,,,,24,42,787,,,,,,,,F,
,,,,,,,,,25,727,782,,,,,,,,M,
,,,,,,,,,26,293,776,,,,,,,,F,
,,,,,,,,,27,53,743,,,,,,,,F,
,,,,,,,,,28,46,741,,,,,,,,F,
,,,,,,,,,29,77,738,,,,,,,,M,
,,,,,,,,,30,58,735,,,,,,,,F,
,,,,,,,,,1,161,3587,,,,,,,,M,
,,,,,,,,,2,301,3560,,,,,,,,F,
,,,,,,,,,3,154,3284,,,,,,,,F,
,,,,,,,,,4,345,3021,,,,,,,,F,
,,,,,,,,,5,30,2424,,,,,,,,F,
,,,,,,,,,6,110,2368,,,,,,,,F,
,,,,,,,,,7,202,2243,,,,,,,,F,
,,,,,,,,,8,126,2175,,,,,,,,F,
,,,,,,,,,9,402,2126,,,,,,,,F,
,,,,,,,,,10,102,2090,,,,,,,,F,
,,,,,,,,,11,631,1850,,,,,,,,F,
,,,,,,,,,12,173,1689,,,,,,,,F,
,,,,,,,,,13,86,1653,,,,,,,,F,
,,,,,,,,,14,280,1625,,,,,,,,F,
,,,,,,,,,15,380,1541,,,,,,,,M,
,,,,,,,,,16,48,1471,,,,,,,,F,
,,,,,,,,,17,71,1402,,,,,,,,F,
,,,,,,,,,18,33,1320,,,,,,,,F,
,,,,,,,,,19,127,1319,,,,,,,,F,
,,,,,,,,,20,52,1272,,,,,,,,F,
,,,,,,,,,21,55,1227,,,,,,,,F,
,,,,,,,,,22,176,1189,,,,,,,,M,
,,,,,,,,,23,183,1182,,,,,,,,F,
,,,,,,,,,24,175,1146,,,,,,,,F,
,,,,,,,,,25,434,1130,,,,,,,,F,
,,,,,,,,,26,128,1004,,,,,,,,F,
,,,,,,,,,27,58,982,,,,,,,,F,
,,,,,,,,,28,182,968,,,,,,,,F,
,,,,,,,,,29,29,950,,,,,,,,F,
,,,,,,,,,30,38,946,,,,,,,,F,
,,,,,,,,,1,398,5128,,,,,,,,F,
,,,,,,,,,2,111,4264,,,,,,,,F,
,,,,,,,,,3,328,4055,,,,,,,,F,
,,,,,,,,,4,213,3420,,,,,,,,F,
,,,,,,,,,5,159,3122,,,,,,,,F,
,,,,,,,,,6,191,2939,,,,,,,,M,
,,,,,,,,,7,70,2128,,,,,,,,F,
,,,,,,,,,8,346,2032,,,,,,,,M,
,,,,,,,,,9,274,1953,,,,,,,,M,
,,,,,,,,,10,90,1828,,,,,,,,F,
,,,,,,,,,11,26,1605,,,,,,,,F,
,,,,,,,,,12,72,1590,,,,,,,,F,
,,,,,,,,,13,30,1555,,,,,,,,F,
,,,,,,,,,14,106,1376,,,,,,,,M,
,,,,,,,,,15,84,1371,,,,,,,,F,
,,,,,,,,,16,73,1366,,,,,,,,M,
,,,,,,,,,17,121,1346,,,,,,,,F,
,,,,,,,,,18,67,1300,,,,,,,,F,
,,,,,,,,,19,72,1234,,,,,,,,F,
,,,,,,,,,20,82,1172,,,,,,,,F,
,,,,,,,,,21,230,1095,,,,,,,,F,
,,,,,,,,,22,236,1095,,,,,,,,M,
,,,,,,,,,23,79,1004,,,,,,,,M,
,,,,,,,,,24,251,990,,,,,,,,M,
,,,,,,,,,25,82,988,,,,,,,,F,
,,,,,,,,,26,65,970,,,,,,,,F,
,,,,,,,,,27,95,950,,,,,,,,F,
,,,,,,,,,28,90,938,,,,,,,,F,
,,,,,,,,,29,50,922,,,,,,,,F,
,,,,,,,,,30,253,859,,,,,,,,F,
